tile_id,region_name,t1_start,t1_end,t2_start,t2_end,bbox
amazon_rondonia_tile_00000,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00000_t1.tif,tile_00000_t2.tif,"[-63.65, -9.85, -63.625, -9.825]"
amazon_rondonia_tile_00001,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00001_t1.tif,tile_00001_t2.tif,"[-63.65, -9.825, -63.625, -9.799999999999999]"
amazon_rondonia_tile_00002,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00002_t1.tif,tile_00002_t2.tif,"[-63.65, -9.799999999999999, -63.625, -9.774999999999999]"
amazon_rondonia_tile_00003,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00003_t1.tif,tile_00003_t2.tif,"[-63.65, -9.774999999999999, -63.625, -9.749999999999998]"
amazon_rondonia_tile_00004,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00004_t1.tif,tile_00004_t2.tif,"[-63.65, -9.749999999999998, -63.625, -9.724999999999998]"
amazon_rondonia_tile_00005,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00005_t1.tif,tile_00005_t2.tif,"[-63.65, -9.724999999999998, -63.625, -9.699999999999998]"
amazon_rondonia_tile_00006,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00006_t1.tif,tile_00006_t2.tif,"[-63.65, -9.699999999999998, -63.625, -9.674999999999997]"
amazon_rondonia_tile_00007,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00007_t1.tif,tile_00007_t2.tif,"[-63.65, -9.674999999999997, -63.625, -9.65]"
amazon_rondonia_tile_00008,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00008_t1.tif,tile_00008_t2.tif,"[-63.625, -9.85, -63.6, -9.825]"
amazon_rondonia_tile_00009,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00009_t1.tif,tile_00009_t2.tif,"[-63.625, -9.825, -63.6, -9.799999999999999]"
amazon_rondonia_tile_00010,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00010_t1.tif,tile_00010_t2.tif,"[-63.625, -9.799999999999999, -63.6, -9.774999999999999]"
amazon_rondonia_tile_00011,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00011_t1.tif,tile_00011_t2.tif,"[-63.625, -9.774999999999999, -63.6, -9.749999999999998]"
amazon_rondonia_tile_00012,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00012_t1.tif,tile_00012_t2.tif,"[-63.625, -9.749999999999998, -63.6, -9.724999999999998]"
amazon_rondonia_tile_00013,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00013_t1.tif,tile_00013_t2.tif,"[-63.625, -9.724999999999998, -63.6, -9.699999999999998]"
amazon_rondonia_tile_00014,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00014_t1.tif,tile_00014_t2.tif,"[-63.625, -9.699999999999998, -63.6, -9.674999999999997]"
amazon_rondonia_tile_00015,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00015_t1.tif,tile_00015_t2.tif,"[-63.625, -9.674999999999997, -63.6, -9.65]"
amazon_rondonia_tile_00016,amazon_rondonia,2019-06-01,2019-09-01,2021-06-01,2021-09-01,tile_00016_t1.tif,tile_00016_t2.tif,"[-63.6, -9.85, -63.575, -9.825]"
