tile_id,region_name,t1_start,t1_end,t2_start,t2_end,bbox
australia_kangaroo_island_fire_tile_00000,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00000_t1.tif,tile_00000_t2.tif,"[136.7, -35.9, 136.725, -35.875]"
australia_kangaroo_island_fire_tile_00001,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00001_t1.tif,tile_00001_t2.tif,"[136.7, -35.875, 136.725, -35.85]"
australia_kangaroo_island_fire_tile_00002,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00002_t1.tif,tile_00002_t2.tif,"[136.7, -35.85, 136.725, -35.825]"
australia_kangaroo_island_fire_tile_00003,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00003_t1.tif,tile_00003_t2.tif,"[136.7, -35.825, 136.725, -35.800000000000004]"
australia_kangaroo_island_fire_tile_00004,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00004_t1.tif,tile_00004_t2.tif,"[136.7, -35.800000000000004, 136.725, -35.775000000000006]"
australia_kangaroo_island_fire_tile_00005,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00005_t1.tif,tile_00005_t2.tif,"[136.7, -35.775000000000006, 136.725, -35.75000000000001]"
australia_kangaroo_island_fire_tile_00006,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00006_t1.tif,tile_00006_t2.tif,"[136.7, -35.75000000000001, 136.725, -35.72500000000001]"
australia_kangaroo_island_fire_tile_00007,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00007_t1.tif,tile_00007_t2.tif,"[136.7, -35.72500000000001, 136.725, -35.70000000000001]"
australia_kangaroo_island_fire_tile_00008,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00008_t1.tif,tile_00008_t2.tif,"[136.7, -35.70000000000001, 136.725, -35.7]"
australia_kangaroo_island_fire_tile_00009,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00009_t1.tif,tile_00009_t2.tif,"[136.725, -35.9, 136.75, -35.875]"
australia_kangaroo_island_fire_tile_00010,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00010_t1.tif,tile_00010_t2.tif,"[136.725, -35.875, 136.75, -35.85]"
australia_kangaroo_island_fire_tile_00011,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00011_t1.tif,tile_00011_t2.tif,"[136.725, -35.85, 136.75, -35.825]"
australia_kangaroo_island_fire_tile_00012,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00012_t1.tif,tile_00012_t2.tif,"[136.725, -35.825, 136.75, -35.800000000000004]"
australia_kangaroo_island_fire_tile_00013,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00013_t1.tif,tile_00013_t2.tif,"[136.725, -35.800000000000004, 136.75, -35.775000000000006]"
australia_kangaroo_island_fire_tile_00014,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00014_t1.tif,tile_00014_t2.tif,"[136.725, -35.775000000000006, 136.75, -35.75000000000001]"
australia_kangaroo_island_fire_tile_00015,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00015_t1.tif,tile_00015_t2.tif,"[136.725, -35.75000000000001, 136.75, -35.72500000000001]"
australia_kangaroo_island_fire_tile_00016,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00016_t1.tif,tile_00016_t2.tif,"[136.725, -35.72500000000001, 136.75, -35.70000000000001]"
australia_kangaroo_island_fire_tile_00017,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00017_t1.tif,tile_00017_t2.tif,"[136.725, -35.70000000000001, 136.75, -35.7]"
australia_kangaroo_island_fire_tile_00018,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00018_t1.tif,tile_00018_t2.tif,"[136.75, -35.9, 136.775, -35.875]"
australia_kangaroo_island_fire_tile_00019,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00019_t1.tif,tile_00019_t2.tif,"[136.75, -35.875, 136.775, -35.85]"
australia_kangaroo_island_fire_tile_00020,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00020_t1.tif,tile_00020_t2.tif,"[136.75, -35.85, 136.775, -35.825]"
australia_kangaroo_island_fire_tile_00021,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00021_t1.tif,tile_00021_t2.tif,"[136.75, -35.825, 136.775, -35.800000000000004]"
australia_kangaroo_island_fire_tile_00022,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00022_t1.tif,tile_00022_t2.tif,"[136.75, -35.800000000000004, 136.775, -35.775000000000006]"
australia_kangaroo_island_fire_tile_00023,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00023_t1.tif,tile_00023_t2.tif,"[136.75, -35.775000000000006, 136.775, -35.75000000000001]"
australia_kangaroo_island_fire_tile_00024,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00024_t1.tif,tile_00024_t2.tif,"[136.75, -35.75000000000001, 136.775, -35.72500000000001]"
australia_kangaroo_island_fire_tile_00025,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00025_t1.tif,tile_00025_t2.tif,"[136.75, -35.72500000000001, 136.775, -35.70000000000001]"
australia_kangaroo_island_fire_tile_00026,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00026_t1.tif,tile_00026_t2.tif,"[136.75, -35.70000000000001, 136.775, -35.7]"
australia_kangaroo_island_fire_tile_00027,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00027_t1.tif,tile_00027_t2.tif,"[136.775, -35.9, 136.8, -35.875]"
australia_kangaroo_island_fire_tile_00028,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00028_t1.tif,tile_00028_t2.tif,"[136.775, -35.875, 136.8, -35.85]"
australia_kangaroo_island_fire_tile_00029,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00029_t1.tif,tile_00029_t2.tif,"[136.775, -35.85, 136.8, -35.825]"
australia_kangaroo_island_fire_tile_00030,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00030_t1.tif,tile_00030_t2.tif,"[136.775, -35.825, 136.8, -35.800000000000004]"
australia_kangaroo_island_fire_tile_00031,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00031_t1.tif,tile_00031_t2.tif,"[136.775, -35.800000000000004, 136.8, -35.775000000000006]"
australia_kangaroo_island_fire_tile_00032,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00032_t1.tif,tile_00032_t2.tif,"[136.775, -35.775000000000006, 136.8, -35.75000000000001]"
australia_kangaroo_island_fire_tile_00033,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00033_t1.tif,tile_00033_t2.tif,"[136.775, -35.75000000000001, 136.8, -35.72500000000001]"
australia_kangaroo_island_fire_tile_00034,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00034_t1.tif,tile_00034_t2.tif,"[136.775, -35.72500000000001, 136.8, -35.70000000000001]"
australia_kangaroo_island_fire_tile_00035,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00035_t1.tif,tile_00035_t2.tif,"[136.775, -35.70000000000001, 136.8, -35.7]"
australia_kangaroo_island_fire_tile_00036,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00036_t1.tif,tile_00036_t2.tif,"[136.8, -35.9, 136.82500000000002, -35.875]"
australia_kangaroo_island_fire_tile_00037,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00037_t1.tif,tile_00037_t2.tif,"[136.8, -35.875, 136.82500000000002, -35.85]"
australia_kangaroo_island_fire_tile_00038,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00038_t1.tif,tile_00038_t2.tif,"[136.8, -35.85, 136.82500000000002, -35.825]"
australia_kangaroo_island_fire_tile_00039,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00039_t1.tif,tile_00039_t2.tif,"[136.8, -35.825, 136.82500000000002, -35.800000000000004]"
australia_kangaroo_island_fire_tile_00040,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00040_t1.tif,tile_00040_t2.tif,"[136.8, -35.800000000000004, 136.82500000000002, -35.775000000000006]"
australia_kangaroo_island_fire_tile_00041,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00041_t1.tif,tile_00041_t2.tif,"[136.8, -35.775000000000006, 136.82500000000002, -35.75000000000001]"
australia_kangaroo_island_fire_tile_00042,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00042_t1.tif,tile_00042_t2.tif,"[136.8, -35.75000000000001, 136.82500000000002, -35.72500000000001]"
australia_kangaroo_island_fire_tile_00043,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00043_t1.tif,tile_00043_t2.tif,"[136.8, -35.72500000000001, 136.82500000000002, -35.70000000000001]"
australia_kangaroo_island_fire_tile_00044,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00044_t1.tif,tile_00044_t2.tif,"[136.8, -35.70000000000001, 136.82500000000002, -35.7]"
australia_kangaroo_island_fire_tile_00045,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00045_t1.tif,tile_00045_t2.tif,"[136.82500000000002, -35.9, 136.85000000000002, -35.875]"
australia_kangaroo_island_fire_tile_00046,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00046_t1.tif,tile_00046_t2.tif,"[136.82500000000002, -35.875, 136.85000000000002, -35.85]"
australia_kangaroo_island_fire_tile_00047,australia_kangaroo_island_fire,2019-10-01,2019-11-30,2020-02-01,2020-03-30,tile_00047_t1.tif,tile_00047_t2.tif,"[136.82500000000002, -35.85, 136.85000000000002, -35.825]"
