tile_id,region_name,t1_start,t1_end,t2_start,t2_end,bbox
peru_gold_mining_tile_00000,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00000_t1.tif,tile_00000_t2.tif,"[-70.55, -12.95, -70.52499999999999, -12.924999999999999]"
peru_gold_mining_tile_00001,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00001_t1.tif,tile_00001_t2.tif,"[-70.55, -12.924999999999999, -70.52499999999999, -12.899999999999999]"
peru_gold_mining_tile_00002,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00002_t1.tif,tile_00002_t2.tif,"[-70.55, -12.899999999999999, -70.52499999999999, -12.874999999999998]"
peru_gold_mining_tile_00003,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00003_t1.tif,tile_00003_t2.tif,"[-70.55, -12.874999999999998, -70.52499999999999, -12.849999999999998]"
peru_gold_mining_tile_00004,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00004_t1.tif,tile_00004_t2.tif,"[-70.55, -12.849999999999998, -70.52499999999999, -12.824999999999998]"
peru_gold_mining_tile_00005,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00005_t1.tif,tile_00005_t2.tif,"[-70.55, -12.824999999999998, -70.52499999999999, -12.799999999999997]"
peru_gold_mining_tile_00006,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00006_t1.tif,tile_00006_t2.tif,"[-70.55, -12.799999999999997, -70.52499999999999, -12.774999999999997]"
peru_gold_mining_tile_00007,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00007_t1.tif,tile_00007_t2.tif,"[-70.55, -12.774999999999997, -70.52499999999999, -12.75]"
peru_gold_mining_tile_00008,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00008_t1.tif,tile_00008_t2.tif,"[-70.52499999999999, -12.95, -70.49999999999999, -12.924999999999999]"
peru_gold_mining_tile_00009,peru_gold_mining,2017-06-01,2017-09-01,2020-06-01,2020-09-01,tile_00009_t1.tif,tile_00009_t2.tif,"[-70.52499999999999, -12.924999999999999, -70.49999999999999, -12.899999999999999]"
