tile_id,region_name,t1_start,t1_end,t2_start,t2_end,bbox
paraguay_chaco_agriculture_tile_00000,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00000_t1.tif,tile_00000_t2.tif,"[-60.5, -22.2, -60.475, -22.175]"
paraguay_chaco_agriculture_tile_00001,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00001_t1.tif,tile_00001_t2.tif,"[-60.5, -22.175, -60.475, -22.150000000000002]"
paraguay_chaco_agriculture_tile_00002,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00002_t1.tif,tile_00002_t2.tif,"[-60.5, -22.150000000000002, -60.475, -22.125000000000004]"
paraguay_chaco_agriculture_tile_00003,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00003_t1.tif,tile_00003_t2.tif,"[-60.5, -22.125000000000004, -60.475, -22.100000000000005]"
paraguay_chaco_agriculture_tile_00004,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00004_t1.tif,tile_00004_t2.tif,"[-60.5, -22.100000000000005, -60.475, -22.075000000000006]"
paraguay_chaco_agriculture_tile_00005,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00005_t1.tif,tile_00005_t2.tif,"[-60.5, -22.075000000000006, -60.475, -22.050000000000008]"
paraguay_chaco_agriculture_tile_00006,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00006_t1.tif,tile_00006_t2.tif,"[-60.5, -22.050000000000008, -60.475, -22.02500000000001]"
paraguay_chaco_agriculture_tile_00007,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00007_t1.tif,tile_00007_t2.tif,"[-60.5, -22.02500000000001, -60.475, -22.00000000000001]"
paraguay_chaco_agriculture_tile_00008,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00008_t1.tif,tile_00008_t2.tif,"[-60.5, -22.00000000000001, -60.475, -21.975000000000012]"
paraguay_chaco_agriculture_tile_00009,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00009_t1.tif,tile_00009_t2.tif,"[-60.5, -21.975000000000012, -60.475, -21.950000000000014]"
paraguay_chaco_agriculture_tile_00010,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00010_t1.tif,tile_00010_t2.tif,"[-60.5, -21.950000000000014, -60.475, -21.925000000000015]"
paraguay_chaco_agriculture_tile_00011,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00011_t1.tif,tile_00011_t2.tif,"[-60.5, -21.925000000000015, -60.475, -21.900000000000016]"
paraguay_chaco_agriculture_tile_00012,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00012_t1.tif,tile_00012_t2.tif,"[-60.5, -21.900000000000016, -60.475, -21.9]"
paraguay_chaco_agriculture_tile_00013,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00013_t1.tif,tile_00013_t2.tif,"[-60.475, -22.2, -60.45, -22.175]"
paraguay_chaco_agriculture_tile_00014,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00014_t1.tif,tile_00014_t2.tif,"[-60.475, -22.175, -60.45, -22.150000000000002]"
paraguay_chaco_agriculture_tile_00015,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00015_t1.tif,tile_00015_t2.tif,"[-60.475, -22.150000000000002, -60.45, -22.125000000000004]"
paraguay_chaco_agriculture_tile_00016,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00016_t1.tif,tile_00016_t2.tif,"[-60.475, -22.125000000000004, -60.45, -22.100000000000005]"
paraguay_chaco_agriculture_tile_00017,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00017_t1.tif,tile_00017_t2.tif,"[-60.475, -22.100000000000005, -60.45, -22.075000000000006]"
paraguay_chaco_agriculture_tile_00018,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00018_t1.tif,tile_00018_t2.tif,"[-60.475, -22.075000000000006, -60.45, -22.050000000000008]"
paraguay_chaco_agriculture_tile_00019,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00019_t1.tif,tile_00019_t2.tif,"[-60.475, -22.050000000000008, -60.45, -22.02500000000001]"
paraguay_chaco_agriculture_tile_00020,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00020_t1.tif,tile_00020_t2.tif,"[-60.475, -22.02500000000001, -60.45, -22.00000000000001]"
paraguay_chaco_agriculture_tile_00021,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00021_t1.tif,tile_00021_t2.tif,"[-60.475, -22.00000000000001, -60.45, -21.975000000000012]"
paraguay_chaco_agriculture_tile_00022,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00022_t1.tif,tile_00022_t2.tif,"[-60.475, -21.975000000000012, -60.45, -21.950000000000014]"
paraguay_chaco_agriculture_tile_00023,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00023_t1.tif,tile_00023_t2.tif,"[-60.475, -21.950000000000014, -60.45, -21.925000000000015]"
paraguay_chaco_agriculture_tile_00024,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00024_t1.tif,tile_00024_t2.tif,"[-60.475, -21.925000000000015, -60.45, -21.900000000000016]"
paraguay_chaco_agriculture_tile_00025,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00025_t1.tif,tile_00025_t2.tif,"[-60.475, -21.900000000000016, -60.45, -21.9]"
paraguay_chaco_agriculture_tile_00026,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00026_t1.tif,tile_00026_t2.tif,"[-60.45, -22.2, -60.425000000000004, -22.175]"
paraguay_chaco_agriculture_tile_00027,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00027_t1.tif,tile_00027_t2.tif,"[-60.45, -22.175, -60.425000000000004, -22.150000000000002]"
paraguay_chaco_agriculture_tile_00028,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00028_t1.tif,tile_00028_t2.tif,"[-60.45, -22.150000000000002, -60.425000000000004, -22.125000000000004]"
paraguay_chaco_agriculture_tile_00029,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00029_t1.tif,tile_00029_t2.tif,"[-60.45, -22.125000000000004, -60.425000000000004, -22.100000000000005]"
paraguay_chaco_agriculture_tile_00030,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00030_t1.tif,tile_00030_t2.tif,"[-60.45, -22.100000000000005, -60.425000000000004, -22.075000000000006]"
paraguay_chaco_agriculture_tile_00031,paraguay_chaco_agriculture,2018-01-01,2018-05-01,2020-01-01,2020-05-01,tile_00031_t1.tif,tile_00031_t2.tif,"[-60.45, -22.075000000000006, -60.425000000000004, -22.050000000000008]"
